IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.222.136.247,8080,8080,false,SIN,Asia Pacific,Singapore,32,0.00
8.222.215.228,8080,8080,false,SIN,Asia Pacific,Singapore,32,0.00
47.236.180.24,2086,2086,false,SIN,Asia Pacific,Singapore,32,0.00
8.222.174.108,80,80,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.199.220,2086,2086,false,SIN,Asia Pacific,Singapore,32,0.00
47.236.170.225,8880,8880,false,SIN,Asia Pacific,Singapore,32,0.00
47.237.14.220,8080,8080,false,SIN,Asia Pacific,Singapore,32,0.00
8.222.237.131,8880,8880,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.120.87,8880,8880,false,SIN,Asia Pacific,Singapore,32,0.00
47.237.0.31,8080,8080,false,SIN,Asia Pacific,Singapore,32,0.00
47.236.80.110,8880,8880,false,SIN,Asia Pacific,Singapore,32,0.00
47.236.169.164,80,80,false,SIN,Asia Pacific,Singapore,32,0.00
47.236.254.120,80,80,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.248.47,2086,2086,false,SIN,Asia Pacific,Singapore,32,0.00
47.242.105.120,80,80,false,HKG,Asia Pacific,Hong Kong,32,0.00
47.236.253.41,2086,2086,false,SIN,Asia Pacific,Singapore,32,0.00
47.245.118.70,8880,8880,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.220.88,2095,2095,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.240.160,2082,2082,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.111.175,2052,2052,false,SIN,Asia Pacific,Singapore,32,0.00
8.218.192.134,80,80,false,HKG,Asia Pacific,Hong Kong,32,0.00
8.219.113.232,2082,2082,false,SIN,Asia Pacific,Singapore,32,0.00
47.236.167.231,8080,8080,false,SIN,Asia Pacific,Singapore,32,0.00
8.212.107.200,80,80,false,HKG,Asia Pacific,Hong Kong,32,0.00
8.219.124.227,8080,8080,false,SIN,Asia Pacific,Singapore,32,0.00
47.236.169.15,2095,2095,false,SIN,Asia Pacific,Singapore,32,0.00
47.237.14.220,2095,2095,false,SIN,Asia Pacific,Singapore,32,0.00
8.222.191.138,8880,8880,false,SIN,Asia Pacific,Singapore,32,0.00
47.236.75.113,80,80,false,SIN,Asia Pacific,Singapore,32,0.00
47.236.117.48,2082,2082,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.198.139,8880,8880,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.111.175,2095,2095,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.126.240,2095,2095,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.126.240,2052,2052,false,SIN,Asia Pacific,Singapore,32,0.00
8.222.150.197,8080,8080,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.198.34,80,80,false,SIN,Asia Pacific,Singapore,32,0.00
47.236.102.102,2082,2082,false,SIN,Asia Pacific,Singapore,32,0.00
47.236.104.11,2095,2095,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.104.37,2052,2052,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.201.245,2052,2052,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.40.37,8880,8880,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.200.145,2082,2082,false,SIN,Asia Pacific,Singapore,32,0.00
8.222.208.38,2082,2082,false,SIN,Asia Pacific,Singapore,32,0.00
47.237.86.185,8880,8880,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.103.65,8080,8080,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.220.88,2052,2052,false,SIN,Asia Pacific,Singapore,33,0.00
8.222.184.198,80,80,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.132.64,2082,2082,false,SIN,Asia Pacific,Singapore,33,0.00
8.210.251.159,80,80,false,HKG,Asia Pacific,Hong Kong,33,0.00
47.236.146.249,2086,2086,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.180.51,2052,2052,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.168.17,8080,8080,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.104.11,2082,2082,false,SIN,Asia Pacific,Singapore,33,0.00
8.210.65.1,2095,2095,false,HKG,Asia Pacific,Hong Kong,33,0.00
8.219.201.245,8880,8880,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.84.214,2086,2086,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.106.156,2086,2086,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.114.201,2052,2052,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.170.232,2082,2082,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.150.13,2052,2052,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.93.176,2095,2095,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.87.246,8880,8880,false,SIN,Asia Pacific,Singapore,33,0.00
47.243.206.150,2086,2086,false,HKG,Asia Pacific,Hong Kong,33,0.00
47.237.100.206,2052,2052,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.97.90,80,80,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.201.245,2095,2095,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.174.213,8080,8080,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.194.170,2095,2095,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.86.200,80,80,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.240.160,2095,2095,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.149.107,2095,2095,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.124.227,2086,2086,false,SIN,Asia Pacific,Singapore,33,0.00
47.237.81.112,8880,8880,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.110.81,2052,2052,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.180.24,8880,8880,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.237.250,2052,2052,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.93.5,2082,2082,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.9.152,80,80,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.169.141,2082,2082,false,SIN,Asia Pacific,Singapore,33,0.00
8.222.164.209,8443,8443,true,SIN,Asia Pacific,Singapore,33,0.00
8.222.136.247,2095,2095,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.4.122,80,80,false,SIN,Asia Pacific,Singapore,33,0.00
47.237.81.112,2082,2082,false,SIN,Asia Pacific,Singapore,33,0.00
8.222.215.228,2082,2082,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.147.58,2095,2095,false,SIN,Asia Pacific,Singapore,33,0.00
47.237.95.156,80,80,false,SIN,Asia Pacific,Singapore,33,0.00
8.217.248.220,8880,8880,false,HKG,Asia Pacific,Hong Kong,33,0.00
47.236.87.246,2095,2095,false,SIN,Asia Pacific,Singapore,33,0.00
8.218.126.53,2082,2082,false,HKG,Asia Pacific,Hong Kong,33,0.00
47.236.158.158,80,80,false,SIN,Asia Pacific,Singapore,33,0.00
47.243.173.187,8880,8880,false,HKG,Asia Pacific,Hong Kong,33,0.00
8.217.159.210,2082,2082,false,HKG,Asia Pacific,Hong Kong,33,0.00
47.236.149.107,80,80,false,SIN,Asia Pacific,Singapore,33,0.00
8.217.159.210,80,80,false,HKG,Asia Pacific,Hong Kong,33,0.00
8.219.132.64,2052,2052,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.193.202,2052,2052,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.83.201,8080,8080,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.102.102,2082,2082,false,SIN,Asia Pacific,Singapore,33,0.00
47.237.11.182,2086,2086,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.172.95,2082,2082,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.149.107,8880,8880,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.174.142,8080,8080,false,SIN,Asia Pacific,Singapore,33,0.00
47.237.11.182,2082,2082,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.106.156,8080,8080,false,SIN,Asia Pacific,Singapore,33,0.00
8.222.193.65,2052,2052,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.117.48,8080,8080,false,SIN,Asia Pacific,Singapore,33,0.00
8.218.52.115,2052,2052,false,HKG,Asia Pacific,Hong Kong,33,0.00
47.237.86.185,2086,2086,false,SIN,Asia Pacific,Singapore,33,0.00
47.242.234.127,2082,2082,false,HKG,Asia Pacific,Hong Kong,33,0.00
47.243.203.119,80,80,false,HKG,Asia Pacific,Hong Kong,33,0.00
8.219.49.65,8880,8880,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.144.196,80,80,false,SIN,Asia Pacific,Singapore,33,0.00
8.218.3.12,2082,2082,false,HKG,Asia Pacific,Hong Kong,33,0.00
8.217.250.5,2052,2052,false,HKG,Asia Pacific,Hong Kong,33,0.00
47.236.93.176,2082,2082,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.97.50,2095,2095,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.87.246,8080,8080,false,SIN,Asia Pacific,Singapore,33,0.00
8.217.159.210,2095,2095,false,HKG,Asia Pacific,Hong Kong,33,0.00
8.222.244.192,8880,8880,false,SIN,Asia Pacific,Singapore,33,0.00
8.222.193.65,2082,2082,false,SIN,Asia Pacific,Singapore,34,0.00
47.238.6.102,8080,8080,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.218.136.25,8080,8080,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.236.5.223,2082,2082,false,SIN,Asia Pacific,Singapore,34,0.00
47.237.95.146,2095,2095,false,SIN,Asia Pacific,Singapore,34,0.00
47.76.204.76,80,80,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.237.95.156,8080,8080,false,SIN,Asia Pacific,Singapore,34,0.00
8.218.53.110,2086,2086,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.219.189.143,2095,2095,false,SIN,Asia Pacific,Singapore,34,0.00
8.218.22.210,2086,2086,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.236.170.54,8080,8080,false,SIN,Asia Pacific,Singapore,34,0.00
8.222.237.131,2052,2052,false,SIN,Asia Pacific,Singapore,34,0.00
8.219.111.147,2086,2086,false,SIN,Asia Pacific,Singapore,34,0.00
47.236.144.156,8080,8080,false,SIN,Asia Pacific,Singapore,34,0.00
47.236.144.208,8880,8880,false,SIN,Asia Pacific,Singapore,34,0.00
47.76.178.146,2095,2095,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.219.126.240,2082,2082,false,SIN,Asia Pacific,Singapore,34,0.00
8.219.191.40,8880,8880,false,SIN,Asia Pacific,Singapore,34,0.00
8.219.4.122,2082,2082,false,SIN,Asia Pacific,Singapore,34,0.00
47.237.4.233,80,80,false,SIN,Asia Pacific,Singapore,34,0.00
47.236.169.15,8080,8080,false,SIN,Asia Pacific,Singapore,34,0.00
8.218.11.90,2082,2082,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.217.250.5,2095,2095,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.219.177.205,8080,8080,false,SIN,Asia Pacific,Singapore,34,0.00
8.210.66.190,8080,8080,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.219.86.200,2082,2082,false,SIN,Asia Pacific,Singapore,34,0.00
8.219.193.202,8880,8880,false,SIN,Asia Pacific,Singapore,34,0.00
47.242.202.230,80,80,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.76.80.72,2086,2086,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.210.192.93,80,80,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.218.136.25,2082,2082,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.236.172.71,2086,2086,false,SIN,Asia Pacific,Singapore,34,0.00
47.236.17.193,80,80,false,SIN,Asia Pacific,Singapore,34,0.00
8.218.181.189,2082,2082,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.219.122.55,2095,2095,false,SIN,Asia Pacific,Singapore,34,0.00
47.243.60.150,2095,2095,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.218.122.55,80,80,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.236.174.206,2086,2086,false,SIN,Asia Pacific,Singapore,35,0.00
8.219.93.5,2086,2086,false,SIN,Asia Pacific,Singapore,35,0.00
8.218.65.237,80,80,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.218.122.55,2082,2082,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.217.207.60,8080,8080,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.219.86.200,2095,2095,false,SIN,Asia Pacific,Singapore,35,0.00
8.218.11.90,8080,8080,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.76.178.146,2086,2086,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.219.78.1,2086,2086,false,SIN,Asia Pacific,Singapore,35,0.00
47.237.81.112,2095,2095,false,SIN,Asia Pacific,Singapore,35,0.00
47.236.174.206,2052,2052,false,SIN,Asia Pacific,Singapore,35,0.00
8.210.9.129,80,80,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.243.139.85,80,80,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.243.67.28,8080,8080,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.219.163.195,2095,2095,false,SIN,Asia Pacific,Singapore,35,0.00
8.210.207.214,8080,8080,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.218.181.189,8080,8080,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.236.144.156,80,80,false,SIN,Asia Pacific,Singapore,35,0.00
8.219.50.180,8080,8080,false,SIN,Asia Pacific,Singapore,35,0.00
47.243.169.63,2082,2082,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.236.166.131,8880,8880,false,SIN,Asia Pacific,Singapore,35,0.00
8.212.12.98,80,80,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.242.171.94,2082,2082,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.212.41.98,8080,8080,false,SJC,North America,San Jose,35,0.00
47.236.83.239,2095,2095,false,SIN,Asia Pacific,Singapore,35,0.00
8.212.41.98,80,80,false,SIN,Asia Pacific,Singapore,35,0.00
8.218.22.210,8880,8880,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.218.11.90,2052,2052,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.237.92.26,8080,8080,false,SIN,Asia Pacific,Singapore,35,0.00
8.218.201.73,2095,2095,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.236.102.102,2052,2052,false,SIN,Asia Pacific,Singapore,35,0.00
8.219.235.164,8080,8080,false,SIN,Asia Pacific,Singapore,35,0.00
47.236.121.23,2052,2052,false,SIN,Asia Pacific,Singapore,35,0.00
47.236.9.152,2086,2086,false,SIN,Asia Pacific,Singapore,35,0.00
47.236.146.249,2095,2095,false,SIN,Asia Pacific,Singapore,35,0.00
8.222.164.209,2095,2095,false,SIN,Asia Pacific,Singapore,35,0.00
47.237.11.182,2086,2086,false,SIN,Asia Pacific,Singapore,35,0.00
8.222.244.192,8080,8080,false,SIN,Asia Pacific,Singapore,35,0.00
8.218.85.128,80,80,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.210.21.65,2052,2052,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.236.167.231,8080,8080,false,SIN,Asia Pacific,Singapore,35,0.00
47.236.146.249,80,80,false,SIN,Asia Pacific,Singapore,35,0.00
47.242.157.96,2082,2082,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.242.17.250,2082,2082,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.218.146.204,8080,8080,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.237.86.185,8080,8080,false,SIN,Asia Pacific,Singapore,35,0.00
47.236.144.208,2086,2086,false,SIN,Asia Pacific,Singapore,35,0.00
47.242.17.250,80,80,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.219.126.240,8880,8880,false,SIN,Asia Pacific,Singapore,35,0.00
8.217.232.246,80,80,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.219.209.14,2086,2086,false,SIN,Asia Pacific,Singapore,36,0.00
47.236.150.13,2095,2095,false,SIN,Asia Pacific,Singapore,36,0.00
47.236.170.225,2095,2095,false,SIN,Asia Pacific,Singapore,36,0.00
8.210.192.93,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.219.106.156,80,80,false,SIN,Asia Pacific,Singapore,36,0.00
8.218.243.95,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.243.60.150,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.219.201.245,80,80,false,SIN,Asia Pacific,Singapore,36,0.00
8.219.209.14,2086,2086,false,SIN,Asia Pacific,Singapore,36,0.00
8.219.40.37,8880,8880,false,SIN,Asia Pacific,Singapore,36,0.00
47.243.199.41,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.218.53.110,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.210.39.96,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.242.36.78,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.237.86.185,2082,2082,false,SIN,Asia Pacific,Singapore,36,0.00
47.237.82.15,8880,8880,false,SIN,Asia Pacific,Singapore,36,0.00
47.243.173.187,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.219.189.143,2082,2082,false,SIN,Asia Pacific,Singapore,36,0.00
8.218.126.53,8080,8080,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.219.201.8,80,80,false,SIN,Asia Pacific,Singapore,36,0.00
47.242.202.230,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.218.3.12,8080,8080,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.219.42.72,8880,8880,false,SIN,Asia Pacific,Singapore,36,0.00
8.210.65.1,2082,2082,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.219.107.135,2095,2095,false,SIN,Asia Pacific,Singapore,36,0.00
8.218.65.237,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.219.210.64,2052,2052,false,SIN,Asia Pacific,Singapore,36,0.00
8.210.192.93,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.245.86.230,2086,2086,false,SIN,Asia Pacific,Singapore,36,0.00
8.222.174.108,2095,2095,false,SIN,Asia Pacific,Singapore,36,0.00
8.218.53.110,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.219.199.220,8080,8080,false,SIN,Asia Pacific,Singapore,36,0.00
47.236.87.246,8880,8880,false,SIN,Asia Pacific,Singapore,36,0.00
8.219.198.34,2052,2052,false,SIN,Asia Pacific,Singapore,36,0.00
8.222.215.228,2052,2052,false,SIN,Asia Pacific,Singapore,36,0.00
8.219.40.37,2052,2052,false,SIN,Asia Pacific,Singapore,36,0.00
8.222.214.231,80,80,false,SIN,Asia Pacific,Singapore,36,0.00
8.219.120.87,8080,8080,false,SIN,Asia Pacific,Singapore,36,0.00
8.219.220.88,80,80,false,SIN,Asia Pacific,Singapore,36,0.00
47.236.144.156,8880,8880,false,SIN,Asia Pacific,Singapore,36,0.00
47.243.234.9,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.242.54.157,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.218.53.110,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.210.39.96,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.219.117.198,2086,2086,false,SIN,Asia Pacific,Singapore,36,0.00
47.236.172.71,8080,8080,false,SIN,Asia Pacific,Singapore,36,0.00
8.222.193.65,8080,8080,false,SIN,Asia Pacific,Singapore,36,0.00
8.218.11.90,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.243.173.187,2082,2082,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.218.53.110,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.210.39.96,2082,2082,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.218.201.73,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.236.171.205,8880,8880,false,SIN,Asia Pacific,Singapore,36,0.00
47.236.104.11,80,80,false,SIN,Asia Pacific,Singapore,36,0.00
47.237.94.140,2052,2052,false,SIN,Asia Pacific,Singapore,36,0.00
8.222.187.4,2082,2082,false,SIN,Asia Pacific,Singapore,36,0.00
47.243.86.79,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.218.48.92,2082,2082,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.218.22.210,8080,8080,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.236.118.216,2095,2095,false,SIN,Asia Pacific,Singapore,36,0.00
8.218.136.25,8080,8080,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.237.100.206,8080,8080,false,SIN,Asia Pacific,Singapore,36,0.00
8.218.8.142,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.210.245.224,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.76.159.146,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.219.189.143,8880,8880,false,SIN,Asia Pacific,Singapore,36,0.00
47.236.166.131,2052,2052,false,SIN,Asia Pacific,Singapore,36,0.00
47.242.36.78,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.236.172.71,8080,8080,false,SIN,Asia Pacific,Singapore,36,0.00
47.236.254.120,2086,2086,false,SIN,Asia Pacific,Singapore,36,0.00
47.242.234.127,2082,2082,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.76.204.76,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.218.126.53,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.236.253.41,2052,2052,false,SIN,Asia Pacific,Singapore,37,0.00
47.236.10.100,8080,8080,false,SIN,Asia Pacific,Singapore,37,0.00
8.222.146.222,8080,8080,false,SIN,Asia Pacific,Singapore,37,0.00
47.236.167.231,2086,2086,false,SIN,Asia Pacific,Singapore,37,0.00
8.218.155.238,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.242.202.230,2083,2083,true,HKG,Asia Pacific,Hong Kong,37,0.00
47.236.5.223,2086,2086,false,SIN,Asia Pacific,Singapore,37,0.00
47.236.5.223,2052,2052,false,SIN,Asia Pacific,Singapore,37,0.00
8.218.211.17,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.219.210.57,8080,8080,false,SIN,Asia Pacific,Singapore,37,0.00
47.237.95.140,2095,2095,false,SIN,Asia Pacific,Singapore,37,0.00
8.222.156.242,80,80,false,SIN,Asia Pacific,Singapore,37,0.00
47.236.169.15,2086,2086,false,SIN,Asia Pacific,Singapore,37,0.00
8.217.193.25,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.218.8.142,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.55.134,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.222.191.138,2082,2082,false,SIN,Asia Pacific,Singapore,37,0.00
47.236.169.141,2086,2086,false,SIN,Asia Pacific,Singapore,37,0.00
47.242.202.230,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.217.193.25,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.146.108,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.107.148,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.203.119,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.39.96,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.218.65.237,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.218.201.73,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.236.17.193,8880,8880,false,SIN,Asia Pacific,Singapore,37,0.00
47.242.174.27,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.222.244.192,2095,2095,false,SIN,Asia Pacific,Singapore,37,0.00
47.236.166.131,2052,2052,false,SIN,Asia Pacific,Singapore,37,0.00
8.217.239.116,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.236.10.182,8880,8880,false,SIN,Asia Pacific,Singapore,37,0.00
8.218.8.142,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.217.250.222,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.217.239.116,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.219.126.240,8080,8080,false,SIN,Asia Pacific,Singapore,37,0.00
47.76.77.103,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.218.11.90,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.236.254.120,2052,2052,false,SIN,Asia Pacific,Singapore,37,0.00
47.236.169.164,8080,8080,false,SIN,Asia Pacific,Singapore,37,0.00
8.218.122.55,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.219.117.198,8080,8080,false,SIN,Asia Pacific,Singapore,37,0.00
8.210.39.96,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.3.24,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.219.97.50,8880,8880,false,SIN,Asia Pacific,Singapore,37,0.00
8.218.74.119,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.219.78.188,2082,2082,false,SIN,Asia Pacific,Singapore,37,0.00
47.243.91.58,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.206.150,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.219.106.156,2095,2095,false,SIN,Asia Pacific,Singapore,37,0.00
8.222.146.222,8880,8880,false,SIN,Asia Pacific,Singapore,37,0.00
47.243.169.63,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.236.180.51,8080,8080,false,SIN,Asia Pacific,Singapore,37,0.00
8.219.202.130,2095,2095,false,SIN,Asia Pacific,Singapore,37,0.00
47.236.174.206,2082,2082,false,SIN,Asia Pacific,Singapore,37,0.00
8.217.85.14,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.236.10.182,2052,2052,false,SIN,Asia Pacific,Singapore,37,0.00
8.210.66.190,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.219.202.130,2095,2095,false,SIN,Asia Pacific,Singapore,37,0.00
8.222.160.176,2083,2083,true,SIN,Asia Pacific,Singapore,38,0.00
47.57.14.118,80,80,false,SJC,North America,San Jose,38,0.00
8.222.144.50,80,80,false,SIN,Asia Pacific,Singapore,38,0.00
8.218.74.119,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.242.54.157,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.222.191.138,80,80,false,SIN,Asia Pacific,Singapore,38,0.00
8.210.101.157,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.3.12,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.236.205.188,2086,2086,false,SIN,Asia Pacific,Singapore,38,0.00
8.219.177.205,2095,2095,false,SIN,Asia Pacific,Singapore,38,0.00
8.210.3.24,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.242.234.127,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.222.222.64,80,80,false,SIN,Asia Pacific,Singapore,38,0.00
47.237.92.26,2082,2082,false,SIN,Asia Pacific,Singapore,38,0.00
47.243.107.148,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.217.250.222,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
